id,source_text,target_text,alt_text
CLEVR_train_2144,Are there any objects in the group that are cyan in color?,"[""SELECT['objects in the group']"", ""FILTER['#1', 'that are cyan in color']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'is at least one']""]","[""SELECT['objects in the group']"", ""PROJECT['colors of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is cyan']"", ""AGGREGATE['count', '#3']"", ""BOOLEAN['#4', 'is at least one']""]"
CLEVR_train_2146,The items in the center are what color?,"[""SELECT['the items']"", ""FILTER['#1', 'in the center']"", ""PROJECT['the color of #REF', '#2']""]","[""SELECT['items']"", ""FILTER['#1', 'in the center']"", ""PROJECT['the color of #REF', '#2']""]"
CLEVR_train_2148,What color is the object furthest to the left of the photo?,"[""SELECT['objects']"", ""FILTER['#1', 'that are furthest to the left']"", ""PROJECT['the color of #REF', '#2']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are furthest to the left']"", ""PROJECT['color of #REF', '#2']""]"
CLEVR_train_2149,How many shadows is the cube visibly casting?,"[""SELECT['the cube']"", ""PROJECT['shadows that #REF is visibly casting', '#1']"", ""AGGREGATE['count', '#2']""]","[""SELECT['cube']"", ""PROJECT['shadows that #REF is visibly casting', '#1']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_2152,Are the three purple objects made of the same material?,"[""SELECT['purple objects']"", ""PROJECT['materials of #REF', '#1']"", ""BOOLEAN['#2', 'the same']""]","[""SELECT['purple objects']"", ""PROJECT['materials that #REF are made of', '#1']"", ""BOOLEAN['#2', 'if the three #REF are the same']""]"
CLEVR_train_2155,Is the shiny ball and the cylinders the same material?,"[""SELECT['balls']"", ""FILTER['#1', 'that are shiny']"", ""PROJECT['the material of #REF', '#2']"", ""SELECT['cylinders']"", ""PROJECT['the material of #REF', '#4']"", ""BOOLEAN['#3', 'and #5 are the same']""]","[""SELECT['balls']"", ""FILTER['#1', 'that are shiny']"", ""SELECT['cylinders']"", ""PROJECT['material of #REF', '#2']"", ""PROJECT['material of #REF', '#3']"", ""BOOLEAN['#4', 'is same as #5']""]"
CLEVR_train_2156,What shape are the two objects on the right?,"[""SELECT['objects']"", ""FILTER['#1', 'that are on the right']"", ""PROJECT['the shape of #REF', '#2']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are on the right']"", ""PROJECT['the shape of #REF', '#2']?""]"
CLEVR_train_2157,What shape is inbetween the two purple cylinders?,"[""SELECT['cylinders']"", ""FILTER['#1', 'that are purple']"", ""SELECT['shapes']"", ""FILTER['#3', 'that are in between the two of #2']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'that are purple']"", ""SELECT['shapes']"", ""FILTER['#3', 'that are inbetween two #2']""]"
CLEVR_train_2158,What color is the ball of the larger size?,"[""SELECT['balls']"", ""PROJECT['sizes of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is larger']"", ""PROJECT['color of #REF', '#3']""]","[""SELECT['balls']"", ""FILTER['#1', 'that is larger']"", ""PROJECT['color of #REF', '#2']""]"
CLEVR_train_2159,Which blue shape is the smallestt?,"[""SELECT['shape']"", ""FILTER['#1', 'that is blue']"", ""PROJECT['the size of #REF', '#2']"", ""COMPARATIVE['#2', '#3', 'is the lowest']""]","[""SELECT['shapes']"", ""FILTER['#1', 'that is blue']"", ""PROJECT['size of #REF', '#2']"", ""SUPERLATIVE['min', '#2', '#3']""]"
CLEVR_train_2160,what is the shape of the small yellow metallic object in front of the brown rubber cylindrical object?,"[""SELECT['objects']"", ""FILTER['#1', 'that are cylindrical']"", ""FILTER['#2', 'that are rubber']"", ""FILTER['#3', 'that are brown']"", ""FILTER['#1', 'that are in front of #4']"", ""FILTER['#5', 'that are small']"", ""FILTER['#6', 'that are yellow']"", ""FILTER['#7', 'that are metallic']"", ""PROJECT['shape of #REF', '#8']""]","[""SELECT['objects']"", ""FILTER['#1', 'that is cylindrical']"", ""FILTER['#2', 'that is rubber']"", ""FILTER['#3', 'that is brown']"", ""FILTER['#1', 'that is small']"", ""FILTER['#5', 'that is metallic']"", ""FILTER['#6', 'in front of #4']"", ""PROJECT['shape of #REF', '#7']""]"
CLEVR_train_2162,Which shape is yellow?,"[""SELECT['shapes']"", ""FILTER['#1', 'that is yellow']""]","[""SELECT['shapes']"", ""FILTER['#1', 'that is yellow']""]."
CLEVR_train_2164,What shape is the object to the left of the large gray cylinder?,"[""SELECT['cylinder']"", ""FILTER['#1', 'that is large']"", ""FILTER['#2', 'that is gray']"", ""SELECT['object']"", ""FILTER['#4', 'to the left of #3']"", ""PROJECT['shape of #REF', '#5']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'that are large']"", ""FILTER['#2', 'that are gray']"", ""SELECT['objects']"", ""FILTER['#4', 'to the left of #3']"", ""PROJECT['the shape of #REF', '#5']""]"
CLEVR_train_2165,What is the shape of the yellow item?,"[""SELECT['yellow item']"", ""PROJECT['shape of #REF', '#1']""]","[""SELECT['the yellow item']"", ""PROJECT['shape of #REF', '#1']""]"
CLEVR_train_2167,How many of these objects are metallic?,"[""SELECT['objects']"", ""FILTER['#1', 'that are metallic']"", ""AGGREGATE['count', '#2']""]","[""SELECT['the objects']"", ""FILTER['#1', 'that are metallic']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_2169,How many spheres appear in reflective surfaces in this image?,"[""SELECT['spheres']"", ""FILTER['#1', 'that appear in reflective surfaces']"", ""AGGREGATE['count', '#2']""]","[""SELECT['spheres']"", ""SELECT['reflective surfaces']"", ""FILTER['#1', 'that appear in #2']"", ""AGGREGATE['count', '#3']""]"
CLEVR_train_217,do the items which are closest to one another share more than one quality?,"[""SELECT['items']"", ""FILTER['#1', 'which are closest to one another']"", ""BOOLEAN['#2', 'shares more than one quality']""]","[""SELECT['items']"", ""FILTER['#1', 'which are closest to one another']"", ""PROJECT['qualities of #REF', '#2']"", ""AGGREGATE['count', '#3']"", ""BOOLEAN['#4', 'is more than one']""]"
CLEVR_train_2170,the the metal cube larger than the rubber cube?,"[""SELECT['metal cube']"", ""SELECT['rubber cube']"", ""BOOLEAN['#1', 'larger than #2']""]","[""SELECT['the metal cube']"", ""SELECT['the rubber cube']"", ""BOOLEAN['#1', 'is larger than #2']""]"
CLEVR_train_2171,What is the color of the ball reflected in the face of the Yellow metallic cube?,"[""SELECT['cube']"", ""PROJECT['Yellow metallic #REF', '#1']"", ""SELECT['ball']"", ""FILTER['#3', 'reflected in face of #2']"", ""PROJECT['color of #REF', '#4']""]","[""SELECT['the Yellow metallic cube']"", ""SELECT['balls']"", ""FILTER['#2', 'that are reflected in the face of #1']"", ""PROJECT['the color of #REF', '#3']""]"
CLEVR_train_2172,How many orange balls do you see?,"[""SELECT['orange balls']"", ""AGGREGATE['count', '#1']""]","[""SELECT['orange balls']"", ""AGGREGATE['count', '#1']""]"
CLEVR_train_2173,Is the shiny ball next to the square?,"[""SELECT['shiny ball']"", ""SELECT['square']"", ""BOOLEAN['#1', 'next to #2']""]","[""SELECT['the shiny ball']"", ""SELECT['the square']"", ""BOOLEAN['#1', 'is next to #2']""]"
CLEVR_train_2175,How many of the objects to the right of the matte blue cube are shiny?,"[""SELECT['objects']"", ""SELECT['cubes']"", ""FILTER['#2', 'that is blue']"", ""FILTER['#3', 'that is matte']"", ""FILTER['#1', 'that is to the right of #4']"", ""FILTER['#5', 'that are shiny']"", ""AGGREGATE['count', '#6']""]","[""SELECT['the matte blue cube']"", ""SELECT['objects']"", ""DISCARD['#2', '#1']"", ""FILTER['#3', 'that are to the right of #1']"", ""FILTER['#4', 'that are shiny']"", ""AGGREGATE['count', '#5']""]"
CLEVR_train_2176,how many metallic cylinders are there?,"[""SELECT['metallic cylinders']"", ""AGGREGATE['count', '#1']""]","[""SELECT['cylinders']"", ""FILTER['#1', 'that is metallic']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_2177,Is the yellow cylinder the same color as the green ball?,"[""SELECT['yellow cylinder']"", ""SELECT['green ball']"", ""PROJECT['color of #REF', '#1']"", ""PROJECT['color of #REF', '#2']"", ""BOOLEAN['#3', 'is the same as #4']""]","[""SELECT['the yellow cylinder']"", ""SELECT['the green ball']"", ""PROJECT['color of #REF', '#1']"", ""PROJECT['color of #REF', '#2']"", ""BOOLEAN['#3', 'is the same as #4']""]"
CLEVR_train_2178,What object on the right of the other objects in not shiny?,"[""SELECT['objects']"", ""FILTER['#1', 'that are to the right of the other objects']"", ""FILTER['#2', 'that are shiny']"", ""DISCARD['#2', '#3']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are to the right of the other objects']"", ""FILTER['#2', 'that are shiny']"", ""DISCARD['#2', '#3']""]"
CLEVR_train_218,Is the large turqoise sphere the same material as the small turqoise sphere?,"[""SELECT['the large turqoise sphere']"", ""SELECT['the small turqoise sphere']"", ""PROJECT['the material of #REF', '#1']"", ""PROJECT['the material of #REF', '#2']"", ""BOOLEAN['#3', 'and #4 are the same']""]","[""SELECT['turqoise spheres']"", ""FILTER['#1', 'that is large']"", ""FILTER['#1', 'that is small']"", ""PROJECT['material of #REF', '#2']"", ""PROJECT['material of #REF', '#3']"", ""BOOLEAN['#4', 'is same as #5']""]"
CLEVR_train_2180,How many of the objects have the color green?,"[""SELECT['objects']"", ""FILTER['#1', 'that are green']"", ""AGGREGATE['count', '#2']""]","[""SELECT['objects']"", ""FILTER['#1', 'that have green color']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_2182,are half the items shown a shade of blue?,"[""SELECT['items']"", ""FILTER['#1', 'that are a shade of blue']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""PROJECT['division of #REF and two', '#3']"", ""BOOLEAN['#4', 'is equal to #5']""]","[""SELECT['items shown']"", ""FILTER['#1', 'that are blue']"", ""AGGREGATE['count', '#1']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'is equal to #4']""]"
CLEVR_train_2183,How many triangles are there in the array?,"[""SELECT['triangles']"", ""FILTER['#1', 'in the array']"", ""AGGREGATE['count', '#2']""]","[""SELECT['triangles']"", ""AGGREGATE['count', '#1']""]"
CLEVR_train_2185,What is the shape of the two objects that are the same color?,"[""SELECT['objects']"", ""PROJECT['colors of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""COMPARATIVE['#1', '#3', 'is two']"", ""PROJECT['shape of #REF', '#4']""]","[""SELECT['objects']"", ""PROJECT['colors of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'are the same']"", ""PROJECT['the shape of #REF', '#3']""]"
CLEVR_train_2187,"How many flat surfaces do these objects have, combined?","[""SELECT['objects']"", ""PROJECT['flat surfaces of #REF', '#1']"", ""AGGREGATE['count', '#2']""]","[""SELECT['these objects']"", ""PROJECT['flat surfaces of #REF', '#1']"", ""AGGREGATE['count', '#2']""]"
CLEVR_train_2188,Is the color of the object that is furthest to the right red?,"[""SELECT['objects']"", ""FILTER['#1', 'that is furthest to the right']"", ""PROJECT['color of #REF', '#2']"", ""BOOLEAN['#3', 'is red']""]","[""SELECT['object']"", ""FILTER['#1', 'that is furthest to the right']"", ""PROJECT['color of #REF', '#2']"", ""BOOLEAN['#3', 'is red']""]"
CLEVR_train_2191,What is the color of the tallest cylinder?,"[""SELECT['tallest cylinder']"", ""PROJECT['color of #REF', '#1']""]","[""SELECT['cylinders']"", ""PROJECT['the tallest #REF', '#1']"", ""PROJECT['the color of #REF', '#2']""]"
CLEVR_train_2192,How many objects are made from matte material?,"[""SELECT['objects']"", ""PROJECT['materials that #REF are made from', '#1']"", ""COMPARATIVE['#1', '#2', 'is matte']"", ""AGGREGATE['count', '#3']""]","[""SELECT['objects']"", ""PROJECT['material of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is matte']"", ""AGGREGATE['count', '#3']""]"
CLEVR_train_2193,What color is the darkest ball?,"[""SELECT['balls']"", ""PROJECT['darkness of #REF', '#1']"", ""SUPERLATIVE['max', '#1', '#2']"", ""PROJECT['color of #REF', '#3']""]","[""SELECT['balls']"", ""PROJECT['the darkest #REF', '#1']"", ""PROJECT['the color of #REF', '#2']""]"
CLEVR_train_2196,Are any of the gray objects shiny?,"[""SELECT['objects']"", ""FILTER['#1', 'that Are gray']"", ""BOOLEAN['#2', 'if any #REF Are shiny']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are gray']"", ""FILTER['#2', 'that are shiny']"", ""BOOLEAN['#3', 'are there any #REF']""]"
CLEVR_train_2197,Are both of the red spheres the same material? ,"[""SELECT['red spheres']"", ""PROJECT['materials of #REF', '#1']"", ""BOOLEAN['#2', 'both the same']""]","[""SELECT['spheres']"", ""FILTER['#1', 'that are red']"", ""PROJECT['the materials of #REF', '#2']"", ""BOOLEAN['#3', 'if both #REF are the same']""]"
CLEVR_train_2198,Are there any matte green objects?,"[""SELECT['matte objects']"", ""FILTER['#1', 'that is green']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'is higher than zero']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are matte']"", ""FILTER['#2', 'that are green']"", ""BOOLEAN['#3', 'are there any #REF']?""]"
CLEVR_train_220,what shape is the most common?,"[""SELECT['shapes']"", ""FILTER['#1', 'that is the most common']""]","[""SELECT['shapes']"", ""FILTER['#1', 'that is most common']""]"
CLEVR_train_2201,What color are the shapes?,"[""SELECT['the shapes']"", ""PROJECT['the color of #REF', '#1']""]","[""SELECT['objects']"", ""PROJECT['colors of #REF', '#1']""]"
CLEVR_train_2202,Are the two balls the same size?,"[""SELECT['balls']"", ""PROJECT['sizes of #REF', '#1']"", ""BOOLEAN['#2', 'are the same']""]","[""SELECT['balls']"", ""PROJECT['sizes of #REF', '#1']"", ""BOOLEAN['#2', 'the same']""]"
CLEVR_train_2204,"There are three shapes that are the same color, what is that color?","[""SELECT['shapes']"", ""PROJECT['color of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""COMPARATIVE['#2', '#3', 'is three']""]","[""SELECT['objects']"", ""PROJECT['colors of #REF', '#1']"", ""GROUP['count', '#1', '#2']"", ""COMPARATIVE['#2', '#3', 'is three']""]"
CLEVR_train_2205,How many golden items are pictured?,"[""SELECT['items pictured']"", ""FILTER['#1', 'that are golden']"", ""AGGREGATE['count', '#2']""]","[""SELECT['golden items']"", ""AGGREGATE['count', '#1']""]"
CLEVR_train_2206,what color is the sphere that is the same color as the small cube?,"[""SELECT['the small cube']"", ""PROJECT['the color of #REF', '#1']"", ""SELECT['spheres']"", ""PROJECT['the colors of #REF', '#3']"", ""COMPARATIVE['#3', '#4', 'is the same as #2']"", ""PROJECT['the color of #REF', '#5']""]","[""SELECT['sphere']"", ""SELECT['small cube']"", ""PROJECT['color of #REF', '#1']"", ""PROJECT['color of #REF', '#2']"", ""COMPARATIVE['#1', '#3', 'is the same as #4']"", ""PROJECT['colors of #REF', '#5']""]"
CLEVR_train_2207,is the yellow sphere the only item of its shape?,"[""SELECT['spheres']"", ""AGGREGATE['count', '#1']"", ""BOOLEAN['#2', 'is equal to one']""]","[""SELECT['yellow sphere']"", ""PROJECT['shape of #REF', '#1']"", ""SELECT['items']"", ""DISCARD['#3', '#1']"", ""BOOLEAN['#4', 'the same as #2']""]"
CLEVR_train_2208,What color is the object in front of the blue cube and to the right of the big cylinder?,"[""SELECT['the blue cube']"", ""SELECT['the big cylinder']"", ""SELECT['objects']"", ""FILTER['#3', 'that are in front of #1']"", ""FILTER['#3', 'that are to the right of #2']"", ""INTERSECTION['#3', '#4', '#5']"", ""PROJECT['the color of #REF', '#6']""]","[""SELECT['the blue cube']"", ""SELECT['the big cylinder']"", ""SELECT['objects']"", ""FILTER['#3', 'in front of #1']"", ""FILTER['#3', 'to the right of #2']"", ""INTERSECTION['#3', '#4', '#5']"", ""PROJECT['color of #REF', '#6']""]"
CLEVR_train_2209,What is between the two brown cubes?,"[""SELECT['objects']"", ""FILTER['#1', 'that are cubes']"", ""FILTER['#1', 'that is between two #2']""]","[""SELECT['the two brown cubes']"", ""PROJECT['what is between #REF', '#1']""]"
CLEVR_train_2211,Which shape has the most matte rubber objects?,"[""SELECT['objects']"", ""FILTER['#1', 'that are rubber']"", ""FILTER['#2', 'that are matte']"", ""PROJECT['shapes of #REF', '#3']"", ""PROJECT['of', '#4']"", ""GROUP['count', '#5', '#4']"", ""SUPERLATIVE['max', '#4', '#6']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are matte']"", ""FILTER['#2', 'that are rubber']"", ""PROJECT['shapes of #REF', '#3']"", ""GROUP['count', '#3', '#4']"", ""SUPERLATIVE['max', '#4', '#5']""]"
CLEVR_train_2212,Which shape is in thew middle of the picture,"[""SELECT['shapes']"", ""FILTER['#1', 'that is in the middle of thew picture']""]","[""SELECT['shapes']"", ""FILTER['#1', 'that is in the middle of the picture']""]"
CLEVR_train_2213,Is the object to the left of the large gray cube the same size as the object that is behind the large gray cube?,"[""SELECT['the large gray cube']"", ""SELECT['objects']"", ""FILTER['#2', 'that are to the left of #1']"", ""FILTER['#2', 'that are behind #1']"", ""PROJECT['the size of #REF', '#3']"", ""PROJECT['the size of #REF', '#4']"", ""BOOLEAN['#5', 'is the same as #6']""]","[""SELECT['the large gray cube']"", ""SELECT['objects']"", ""FILTER['#2', 'that are to the left of #1']"", ""FILTER['#2', 'that are behind #1']"", ""PROJECT['size of #REF', '#3']"", ""PROJECT['size of #REF', '#4']"", ""BOOLEAN['#5', 'is the same as #6']""]"
CLEVR_train_2214,What color is the largest shiny ball?,"[""SELECT['ball']"", ""FILTER['#1', 'that is shiny']"", ""PROJECT['the size of #REF', '#2']"", ""COMPARATIVE['#2', '#3', 'is the largest']"", ""PROJECT['the color of #REF', '#4']""]","[""SELECT['balls']"", ""FILTER['#1', 'that are shiny']"", ""PROJECT['size of #REF', '#2']"", ""COMPARATIVE['#2', '#3', 'is the largest']"", ""PROJECT['color of #REF', '#4']""]"
CLEVR_train_2216,are the smallestt items shown here made from plastic?,"[""SELECT['items shown here']"", ""PROJECT['size of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is the smallestt']"", ""BOOLEAN['#3', 'are made from plastic']""]","[""SELECT['smallestt items']"", ""FILTER['#1', 'that are made from plastic']"", ""AGGREGATE['count', '#2']"", ""BOOLEAN['#3', 'is at least one']""]"
CLEVR_train_2217,What color is the object behind the silver metallic square?,"[""SELECT['objects']"", ""SELECT['silver square']"", ""FILTER['#2', 'that is metallic']"", ""FILTER['#1', 'behind #3']"", ""PROJECT['color of #REF', '#4']""]","[""SELECT['the silver metallic square']"", ""SELECT['objects']"", ""DISCARD['#2', '#1']"", ""FILTER['#3', 'that are behind #1']"", ""PROJECT['color of #REF', '#4']""]"
CLEVR_train_2219,What color is the object between the two blue objects?,"[""SELECT['objects']"", ""SELECT['blue objects']"", ""FILTER['#1', 'between #2']"", ""PROJECT['color of #REF', '#3']""]","[""SELECT['objects']"", ""FILTER['#1', 'that are blue']"", ""FILTER['#1', 'between two #2']"", ""PROJECT['the color of #REF', '#3']""]"
